user_id,username,password_hash,email,role,age,gender,blood_type,chronic_conditions,allergies,created_at
U0161,user161,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user161@healthai.com,User,61,Male,O+,,Aspirin,2024-12-04
U0162,user162,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user162@healthai.com,User,69,Male,AB+,,Aspirin,2024-04-25
U0163,user163,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user163@healthai.com,User,59,Male,O+,,Penicillin,2024-02-06
U0164,user164,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user164@healthai.com,User,21,Male,O+,Heart Disease,Aspirin,2024-05-27
U0165,user165,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user165@healthai.com,User,46,Male,AB-,,Sulfa,2024-12-24
U0166,user166,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user166@healthai.com,User,43,Female,AB-,Asthma,,2024-11-02
U0167,user167,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user167@healthai.com,User,20,Female,O-,Heart Disease,Sulfa,2024-01-14
U0168,user168,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user168@healthai.com,User,23,Male,A+,,Sulfa,2024-10-22
U0169,user169,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user169@healthai.com,User,20,Male,AB-,Heart Disease,NSAIDs,2024-05-22
U0170,user170,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user170@healthai.com,User,29,Other,AB+,,NSAIDs,2024-02-16
U0171,user171,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user171@healthai.com,User,48,Female,AB+,Diabetes,Sulfa,2024-12-09
U0172,user172,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user172@healthai.com,User,24,Male,O-,Asthma,NSAIDs,2024-05-27
U0173,user173,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user173@healthai.com,User,60,Female,A+,Asthma,,2024-06-10
U0174,user174,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user174@healthai.com,User,34,Female,A-,,NSAIDs,2024-09-20
U0175,user175,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user175@healthai.com,User,70,Male,AB-,Asthma,,2024-04-06
U0176,user176,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user176@healthai.com,User,51,Female,AB-,,NSAIDs,2024-01-27
U0177,user177,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user177@healthai.com,User,31,Female,B+,Diabetes,NSAIDs,2024-12-23
U0178,user178,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user178@healthai.com,User,49,Male,A+,,Aspirin,2024-05-02
U0179,user179,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user179@healthai.com,User,63,Male,O+,Heart Disease,,2024-10-09
U0180,user180,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user180@healthai.com,User,44,Male,B-,,,2024-08-24
U0181,user181,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user181@healthai.com,User,25,Other,B+,Asthma,Sulfa,2024-09-17
U0182,user182,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user182@healthai.com,User,63,Female,AB+,,NSAIDs,2024-08-29
U0183,user183,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user183@healthai.com,User,33,Female,B+,Asthma,Penicillin,2024-11-02
U0184,user184,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user184@healthai.com,User,50,Other,B+,,,2024-05-21
U0185,user185,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user185@healthai.com,User,67,Female,O-,,Aspirin,2024-05-16
U0186,user186,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user186@healthai.com,User,70,Male,O+,,Sulfa,2024-10-27
U0187,user187,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user187@healthai.com,User,55,Other,AB-,,Penicillin,2024-08-16
U0188,user188,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user188@healthai.com,User,52,Female,O-,Diabetes,Aspirin,2024-10-05
U0189,user189,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user189@healthai.com,User,42,Female,O-,,Penicillin,2024-12-23
U0190,user190,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user190@healthai.com,User,33,Other,AB+,Hypertension,NSAIDs,2024-01-23
U0191,user191,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user191@healthai.com,User,38,Other,AB-,,NSAIDs,2024-07-16
U0192,user192,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user192@healthai.com,User,60,Other,B+,Asthma,,2024-03-05
U0193,user193,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user193@healthai.com,User,50,Other,O-,,,2024-08-13
U0194,user194,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user194@healthai.com,User,24,Other,AB-,,Penicillin,2024-07-28
U0195,user195,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user195@healthai.com,User,73,Other,B+,,NSAIDs,2024-05-15
U0196,user196,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user196@healthai.com,User,39,Other,AB+,,,2024-06-17
U0197,user197,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user197@healthai.com,User,72,Other,AB+,Diabetes,NSAIDs,2024-10-04
U0198,user198,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user198@healthai.com,User,20,Other,A-,Hypertension,Sulfa,2024-04-26
U0199,user199,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user199@healthai.com,User,65,Male,AB+,,,2024-08-15
U0200,user200,e606e38b0d8c19b24cf0ee3808183162ea7cd63ff7912dbb22b5e803286b4446,user200@healthai.com,User,28,Other,O+,,,2024-06-15
U0201,Yash,5994471abb01112afcc18159f6cc74b4f511b99806da59b3caf5a9c173cacfc5,nithish@innosoft.com,User,21,Male,O+,None,None,2026-06-04 15:33:39.035050
